,entity,tag
86181,kid,I-PER
86182,Write,B-PER
86183,matter,I-PER
86184,example,B-PER
86185,sayin,I-PER
86186,Trudeau,B-ORG
86187,Security,I-ORG
86188,government,B-PER
86189,Change,I-PER
86190,Jays,B-PER
86191,meltdownTDS,I-PER
86192,nannies,B-PER
86193,Hypocrisy,I-PER
86194,Ahhhhh,B-ORG
86195,LIEberals,I-ORG
86196,Ontario,I-ORG
86197,Connor,B-PER
86198,McDavid,I-PER
86199,Thanks,B-LOC
86200,SMH,B-LOC
86201,matter,B-PER
86202,lot,I-PER
86203,small,B-PER
86204,mind,I-PER
86205,Little,B-LOC
86206,Prince,I-LOC
86207,Harper,B-LOC
86208,Incredible,I-LOC
86209,Heinz,B-PER
86210,Schriber,I-PER
86211,miss,B-PER
86212,Stephen,I-PER
86213,Political,B-LOC
86214,Correctness,I-LOC
86215,ill,I-LOC
86216,Libs,B-PER
86217,days,I-PER
86218,pay,B-PER
86219,simply,I-PER
86220,staff,B-PER
86221,PMs,I-PER
86222,Liberal,B-PER
86223,sense,I-PER
86224,Sad,B-ORG
86225,sunny,I-ORG
86226,days,I-ORG
86227,Hes,B-LOC
86228,Rob,B-PER
86229,Ford,I-PER
86230,Prime,B-PER
86231,Ministers,I-PER
86232,KNEW,B-ORG
86233,many,B-PER
86234,many,I-PER
86235,staff,B-PER
86236,Sussex,I-PER
86237,Rona,B-PER
86238,Ambrose,I-PER
86239,issue,B-PER
86240,Thanks,I-PER
86241,Harper,B-ORG
86242,smarter,I-ORG
86243,mean,B-PER
86244,slier,I-PER
86245,less,B-PER
86246,Harpers,I-PER
86247,Sunny,B-PER
86248,Ways,I-PER
86249,mean,B-ORG
86250,Mounted,I-ORG
86251,Nannies,I-ORG
86252,Justin,B-PER
86253,Trudeau,I-PER
86254,Common,B-ORG
86255,sense,I-ORG
86256,Lets,B-LOC
86257,like,B-PER
86258,Harper,I-PER
86259,Trust,B-PER
86260,Fund,I-PER
86261,Prime,B-PER
86262,Minister,I-PER
86263,name,B-PER
86264,Liberal,I-PER
86265,Dad,B-LOC
86266,similarly,I-LOC
86267,Harper,B-PER
86268,Yeah,I-PER
86269,Dear,B-PER
86270,Leader,I-PER
86271,Harper,B-ORG
86272,Justin,I-ORG
86273,Rob,B-LOC
86274,Ford,I-LOC
86275,Harper,B-LOC
86276,oppose,I-LOC
86277,Trudeau,B-PER
86278,Hallelujah,I-PER
86279,End,B-PER
86280,issue,I-PER
86281,Hes,B-ORG
86282,pay,I-ORG
86283,less,B-PER
86284,Trudeau,I-PER
86285,job,B-PER
86286,Canada,I-PER
86287,Trudeau,B-PER
86288,months,I-PER
86289,tax,B-PER
86290,dollars,I-PER
86291,Security,B-PER
86292,RCMP,I-PER
86293,salary,B-MISC
86294,pay,I-MISC
86295,expense,I-MISC
86296,Mulroney,B-PER
86297,Harper,I-PER
86298,GHG,B-LOC
86299,TFSA,I-LOC
86300,many,B-ORG
86301,nanny,I-ORG
86302,pay,I-ORG
86303,Thank,B-ORG
86304,Smyth,I-ORG
86305,Globe,B-LOC
86306,Mail,I-LOC
86307,kid,B-PER
86308,kid,I-PER
86309,Brian,B-ORG
86310,Mulroney,I-ORG
86311,pay,I-ORG
86312,nanny,I-ORG
86313,Many,B-LOC
86314,sequels,I-LOC
86315,issue,B-PER
86316,Hmm,I-PER
86317,Prime,B-PER
86318,Minister,I-PER
86319,vote,B-ORG
86320,Liberal,I-ORG
86321,stink,I-ORG
86322,Prime,B-PER
86323,Minister,I-PER
86324,USA,B-ORG
86325,people,I-ORG
86326,Nannygate,I-ORG
86327,Harpie,B-LOC
86328,jail,I-LOC
86329,Liberal,B-ORG
86330,Liar,I-ORG
86331,Politics,I-ORG
86332,Earl,B-PER
86333,Cowan,I-PER
86334,dear,B-PER
86335,Prince,I-PER
86336,Sure,B-PER
86337,kid,I-PER
86338,Prime,B-PER
86339,Minister,I-PER
86340,lock,B-PER
86341,Harper,I-PER
86342,Trudeaus,B-LOC
86343,nannies,I-LOC
86344,move,B-PER
86345,Arhhhhg,I-PER
86346,Justin,B-ORG
86347,Obama,I-ORG
86348,nanny,B-ORG
86349,state,I-ORG
86350,Fabieau,I-ORG
86351,Cassandra,B-ORG
86352,Verifiable,I-ORG
86353,link,I-ORG
86354,Julie,B-PER
86355,Smyth,I-PER
86356,wardsSorry,B-LOC
86357,mistake,I-LOC
86358,Grandmothers,B-ORG
86359,step,I-ORG
86360,lucky,I-ORG
86361,GMS,I-ORG
86362,DNA,B-ORG
86363,Globe,B-PER
86364,Mail,I-PER
86365,staff,B-PER
86366,matter,I-PER
86367,CBC,B-ORG
86368,Conservatives,I-ORG
86369,beat,B-PER
86370,Harper,I-PER
86371,Nigel,B-PER
86372,Wright,I-PER
86373,def,B-PER
86374,lose,I-PER
86375,mind,B-PER
86376,Canadian,I-PER
86377,Charles,B-PER
86378,Trudeau,I-PER
86379,NON,B-LOC
86380,issue,I-LOC
86381,spell,B-ORG
86382,lessons,I-ORG
86383,Reader,B-PER
86384,Tuning,I-PER
86385,Rona,B-PER
86386,Ambrose,I-PER
86387,Mussolini,B-PER
86388,stupid,I-PER
86389,art,B-PER
86390,deal,I-PER
86391,Donald,B-PER
86392,way,I-PER
86393,Itll,B-PER
86394,sleep,I-PER
86395,Therefore,B-PER
86396,smart,I-PER
86397,Trump,B-ORG
86398,Americans,I-ORG
86399,Zhirnowsky,I-ORG
86400,Russians,I-ORG
86401,Ersatz,B-PER
86402,Wisdom,I-PER
86403,swear,B-ORG
86404,loyal,I-ORG
86405,Majesty,I-ORG
86406,Canada,I-ORG
86407,Vidkum,B-PER
86408,Quisling,I-PER
86409,Energy,B-PER
86410,Act,I-PER
86411,OPEC,B-LOC
86412,FAIL,B-LOC
86413,CO,B-LOC
86414,man,I-LOC
86415,CO,I-LOC
86416,emissions,I-LOC
86417,CO,B-LOC
86418,level,I-LOC
86419,Dehli,B-PER
86420,Mumbay,I-PER
86421,Golden,B-LOC
86422,Egg,I-LOC
86423,like,B-PER
86424,Alberta,I-PER
86425,User,B-PER
86426,pay,I-PER
86427,way,B-PER
86428,Ontario,I-PER
86429,sense,B-PER
86430,lose,I-PER
86431,many,B-PER
86432,ways,I-PER
86433,like,B-PER
86434,Greece,I-PER
86435,seenUh,B-LOC
86436,noWant,I-LOC
86437,FAIL,B-LOC
86438,Americans,B-ORG
86439,Canadians,I-ORG
86440,ways,B-PER
86441,tax,I-PER
86442,RCMP,B-ORG
86443,CBC,I-ORG
86444,Liberals,B-PER
86445,assume,I-PER
86446,idea,B-PER
86447,logos,I-PER
86448,job,B-PER
86449,Liberals,I-PER
86450,Tim,B-PER
86451,Hudak,I-PER
86452,Tax,B-LOC
86453,plan,I-LOC
86454,questionsNO,B-ORG
86455,worse,I-ORG
86456,Liberals,I-ORG
86457,vote,B-PER
86458,Liberal,I-PER
86459,USSR,B-ORG
86460,Liberal,B-PER
86461,NDP,I-PER
86462,Thank,B-ORG
86463,much,I-ORG
86464,MSM,I-ORG
86465,Harris,B-ORG
86466,longer,I-ORG
86467,Premier,I-ORG
86468,OPProtflThanks,B-LOC
86469,Toronto,I-LOC
86470,story,B-PER
86471,apply,I-PER
86472,Stop,B-ORG
86473,divert,I-ORG
86474,Conbots,I-ORG
86475,Harper,B-LOC
86476,Liberal,B-PER
86477,Troll,I-PER
86478,govern,B-PER
86479,Ontario,I-PER
86480,pay,B-PER
86481,toll,I-PER
86482,Ontario,B-PER
86483,mess,I-PER
86484,Provinces,B-PER
86485,Healthcare,I-PER
86486,Eds,B-PER
86487,Globe,I-PER
86488,Erm,B-ORG
86489,thank,I-ORG
86490,Honeymoon,I-ORG
86491,year,B-PER
86492,mandate,I-PER
86493,Nice,B-ORG
86494,spell,I-ORG
86495,Donald,B-PER
86496,Turnip,I-PER
86497,Justin,B-LOC
86498,Trudfeau,I-LOC
86499,GST,B-PER
86500,money,I-PER
86501,watch,B-PER
86502,CTV,I-PER
86503,best,B-PER
86504,sakes,I-PER
86505,Socialist,B-PER
86506,Purgatory,I-PER
86507,Synchophantic,B-ORG
86508,Blarrrffff,I-ORG
86509,dream,B-PER
86510,Little,I-PER
86511,less,B-PER
86512,month,I-PER
86513,speak,B-PER
86514,Canada,I-PER
86515,Cat,B-PER
86516,Hat,I-PER
86517,slam,B-PER
86518,past,I-PER
86519,keep,B-PER
86520,mind,I-PER
86521,air,B-PER
86522,land,I-PER
86523,map,B-PER
86524,Alberta,I-PER
86525,slip,B-PER
86526,oC,I-PER
86527,Nestl,B-ORG
86528,threat,I-ORG
86529,Canadians,I-ORG
86530,Exactly,B-PER
86531,Lets,I-PER
86532,JoeBtfsplk,B-LOC
86533,Vision,B-LOC
86534,Anointed,I-LOC
86535,Len,B-LOC
86536,good,B-PER
86537,Facepalm,I-PER
86538,End,B-LOC
86539,story,I-LOC
86540,wordsAbout,B-LOC
86541,ads,I-LOC
86542,example,B-PER
86543,httpgooglZMloMe,I-PER
86544,FAIL,B-LOC
86545,easy,B-PER
86546,task,I-PER
86547,sale,B-ORG
86548,tax,I-ORG
86549,year,I-ORG
86550,Climate,B-LOC
86551,Change,I-LOC
86552,Ontario,B-PER
86553,Quebec,I-PER
86554,accuse,B-PER
86555,Harper,I-PER
86556,Ontario,B-LOC
86557,step,I-LOC
86558,Duffy,B-PER
86559,trial,I-PER
86560,Senate,B-LOC
86561,Consideration,I-LOC
86562,PULEASE,B-ORG
86563,Harper,B-PER
86564,lose,I-PER
86565,add,B-PER
86566,mess,I-PER
86567,days,B-PER
86568,reason,I-PER
86569,Liberal,B-PER
86570,Vision,I-PER
86571,House,B-PER
86572,Commons,I-PER
86573,Canada,B-LOC
86574,Ottawa,I-LOC
86575,Liberal,B-PER
86576,Fail,I-PER
86577,Main,B-ORG
86578,Street,I-ORG
86579,Canada,I-ORG
86580,Senators,B-MISC
86581,Libs,B-LOC
86582,Stop,B-ORG
86583,Big,I-ORG
86584,Brother,I-ORG
86585,Heh,B-ORG
86586,rid,I-ORG
86587,Harper,I-ORG
86588,Insightful,B-ORG
86589,Thanks,I-ORG
86590,solely,B-PER
86591,Syria,I-PER
86592,insane,B-PER
86593,Toronto,I-PER
86594,Explain,B-ORG
86595,Sweden,I-ORG
86596,Everyone,B-MISC
86597,THANK,B-PER
86598,CANADA,I-PER
86599,immigrants,B-PER
86600,America,I-PER
86601,south,B-ORG
86602,France,I-ORG
86603,Edmonton,I-ORG
86604,doesn,I-ORG
86605,north,B-ORG
86606,France,I-ORG
86607,matter,I-ORG
86608,Pierre,B-ORG
86609,Trudeau,I-ORG
86610,Ralph,I-ORG
86611,Klein,I-ORG
86612,Toronto,B-LOC
86613,Canada,B-LOC
86614,young,B-PER
86615,men,I-PER
86616,Exactly,B-ORG
86617,Thank,I-ORG
86618,year,B-PER
86619,year,I-PER
86620,months,B-PER
86621,year,I-PER
86622,Prime,B-PER
86623,Minister,I-PER
86624,sky,B-PER
86625,god,I-PER
86626,settle,B-ORG
86627,Germany,I-ORG
86628,pay,I-ORG
86629,Canadas,B-MISC
86630,Ukraine,B-LOC
86631,Canada,I-LOC
86632,south,B-PER
86633,sayin,I-PER
86634,Thank,B-PER
86635,Canada,I-PER
86636,Yale,B-PER
86637,Law,I-PER
86638,Nobody,B-ORG
86639,Siberia,I-ORG
86640,Eastern,B-PER
86641,Europeans,I-PER
86642,Good,B-PER
86643,Derek,I-PER
86644,guess,B-ORG
86645,Prime,I-ORG
86646,Minister,I-ORG
86647,Stifling,B-ORG
86648,AnglicanDoug,I-ORG
86649,Anglicanphobic,I-ORG
86650,offer,B-PER
86651,Alex,I-PER
86652,Bananas,B-ORG
86653,Ottawa,I-ORG
86654,West,B-ORG
86655,Coast,I-ORG
86656,Tim,B-ORG
86657,Hortons,I-ORG
86658,Leafs,I-ORG
86659,likeLOL,I-ORG
86660,Tabatha,B-PER
86661,Southey,I-PER
86662,Theyre,B-PER
86663,doubt,I-PER
86664,afford,B-PER
86665,Canada,I-PER
86666,Vancouver,B-PER
86667,Toronto,I-PER
86668,Yogi,B-PER
86669,Berra,I-PER
86670,towns,B-PER
86671,example,I-PER
86672,MOHLTC,B-ORG
86673,Solice,I-ORG
86674,kind,B-PER
86675,strange,I-PER
86676,Anglicans,B-PER
86677,Catholics,I-PER
86678,shehe,B-PER
86679,MPs,I-PER
86680,amaze,B-PER
86681,warm,I-PER
86682,matter,B-ORG
86683,Canada,I-ORG
86684,exist,I-ORG
86685,Bushmills,B-LOC
86686,Glenlivet,I-LOC
86687,Simply,B-ORG
86688,simple,I-ORG
86689,Doug,B-LOC
86690,plain,I-LOC
86691,life,B-PER
86692,Canada,I-PER
86693,enjoy,B-PER
86694,Canada,I-PER
86695,Canadian,B-PER
86696,media,I-PER
86697,Dar,B-PER
86698,alIslam,I-PER
86699,Makes,B-PER
86700,sense,I-PER
86701,attitude,B-PER
86702,States,I-PER
86703,Silicon,B-PER
86704,Valley,I-PER
86705,settle,B-PER
86706,Germany,I-PER
86707,Chicago,B-PER
86708,Berlin,I-PER
86709,gonna,B-PER
86710,miss,I-PER
86711,charge,B-PER
86712,Iphones,I-PER
86713,almost,B-PER
86714,Canada,I-PER
86715,Canada,B-PER
86716,learn,I-PER
86717,Canada,B-ORG
86718,time,I-ORG
86719,year,I-ORG
86720,Hell,B-LOC
86721,Trumps,B-PER
86722,mouth,I-PER
86723,ally,B-ORG
86724,care,I-ORG
86725,less,I-ORG
86726,Eric,B-PER
86727,Margolis,I-PER
86728,meet,B-PER
86729,KARMA,I-PER
86730,Says,B-PER
86731,Likud,I-PER
86732,Turkey,B-LOC
86733,SyriaIraq,I-LOC
86734,Canada,B-ORG
86735,mix,I-ORG
86736,message,I-ORG
86737,NoI,B-LOC
86738,lol,I-LOC
86739,invade,B-PER
86740,Iraq,I-PER
86741,invasion,B-PER
86742,Japan,I-PER
86743,Shame,B-LOC
86744,Justin,I-LOC
86745,ISIS,B-ORG
86746,Middle,B-LOC
86747,East,I-LOC
86748,Middle,B-PER
86749,East,I-PER
86750,military,B-PER
86751,ally,I-PER
86752,Wahabi,B-PER
86753,Islamism,I-PER
86754,Viet,B-PER
86755,Nam,I-PER
86756,Climate,B-LOC
86757,Changescam,I-LOC
86758,Syrian,B-LOC
86759,towns,I-LOC
86760,Simpson,B-LOC
86761,Canada,B-PER
86762,Iraq,I-PER
86763,Putins,B-PER
86764,Russia,I-PER
86765,Syria,B-PER
86766,Israel,I-PER
86767,Middle,B-PER
86768,East,I-PER
86769,meet,B-PER
86770,Harper,I-PER
86771,Mop,B-PER
86772,Pail,I-PER
86773,oil,B-PER
86774,market,I-PER
86775,best,B-ORG
86776,role,I-ORG
86777,LPC,I-ORG
86778,ISIS,B-ORG
86779,matter,B-PER
86780,Thanks,I-PER
86781,Cerebral,B-ORG
86782,iis,I-ORG
86783,Ottawa,I-ORG
86784,News,B-LOC
86785,suppose,I-LOC
86786,Italian,B-ORG
86787,Spaniard,I-ORG
86788,Nobel,B-LOC
86789,Peace,I-LOC
86790,Prize,I-LOC
86791,Prime,B-ORG
86792,Minister,I-ORG
86793,Moonbeam,I-ORG
86794,Members,B-ORG
86795,order,I-ORG
86796,Canada,I-ORG
86797,Armed,B-PER
86798,Forces,I-PER
86799,Canada,B-PER
86800,Trudeau,I-PER
86801,Bush,B-LOC
86802,Iraq,I-LOC
86803,alone,I-LOC
86804,Kurds,B-PER
86805,Others,I-PER
86806,member,B-PER
86807,NATO,I-PER
86808,Learn,B-ORG
86809,spell,I-ORG
86810,Syria,B-PER
86811,Iraq,I-PER
86812,Parliament,B-LOC
86813,intend,I-LOC
86814,lot,B-PER
86815,Justin,I-PER
86816,Canadian,B-PER
86817,media,I-PER
86818,ROEs,B-LOC
86819,losers,I-LOC
86820,albeit,B-PER
86821,small,I-PER
86822,Braveo,B-ORG
86823,Zuleu,I-ORG
86824,Mike,I-ORG
86825,North,B-PER
86826,America,I-PER
86827,Canada,B-PER
86828,message,I-PER
86829,LAX,B-LOC
86830,Canada,B-PER
86831,sense,I-PER
86832,sake,B-PER
86833,air,I-PER
86834,CANADA,B-LOC
86835,ISIS,B-LOC
86836,light,B-ORG
86837,Candians,I-ORG
86838,HUDAK,B-PER
86839,HARRIS,I-PER
86840,like,B-PER
86841,Ethiopia,I-PER
86842,Churchill,B-PER
86843,DARDANELLES,I-PER
86844,animals,B-PER
86845,land,I-PER
86846,BIG,B-LOC
86847,DIFFERENCE,I-LOC
86848,name,B-ORG
86849,Ozymandias,I-ORG
86850,Barbara,B-PER
86851,Kay,I-PER
86852,Second,B-ORG
86853,World,I-ORG
86854,War,I-ORG
86855,Santa,B-LOC
86856,Merry,B-PER
86857,Christmas,I-PER
86858,Santa,B-PER
86859,Grandma,I-PER
86860,Brr,B-LOC
86861,Stasi,B-LOC
86862,agents,I-LOC
86863,Elf,B-PER
86864,Shelf,I-PER
86865,BAH,B-LOC
86866,Humbug,I-LOC
86867,Globe,B-PER
86868,Mail,I-PER
86869,Liberal,B-ORG
86870,party,I-ORG
86871,backCanada,I-ORG
86872,Thanks,B-ORG
86873,post,I-ORG
86874,monopoly,B-PER
86875,game,I-PER
86876,doubt,B-PER
86877,Ontario,I-PER
86878,like,B-PER
86879,along,I-PER
86880,million,B-PER
86881,year,I-PER
86882,Canada,B-LOC
86883,Charters,B-PER
86884,Regard,B-LOC
86885,Truth,I-LOC
86886,discuss,B-PER
86887,Paris,I-PER
86888,John,B-ORG
86889,personal,I-ORG
86890,National,B-PER
86891,Post,I-PER
86892,plot,B-PER
86893,Bloomberg,I-PER
86894,life,B-PER
86895,Earth,I-PER
86896,Troll,B-PER
86897,Prof,I-PER
86898,IPCC,B-ORG
86899,true,I-ORG
86900,None,I-ORG
86901,Bay,B-PER
86902,Street,I-PER
86903,opinion,B-PER
86904,Internet,I-PER
86905,George,B-PER
86906,Victor,I-PER
86907,work,B-PER
86908,Bangladesh,I-PER
86909,Green,B-LOC
86910,Party,I-LOC
86911,Apparently,B-PER
86912,impossible,I-PER
86913,mean,B-PER
86914,Neanderthals,I-PER
86915,Near,B-ORG
86916,Term,I-ORG
86917,Human,I-ORG
86918,Extinction,I-ORG
86919,SteveVick,B-ORG
86920,PIGL,I-ORG
86921,Minoan,B-PER
86922,Crete,I-PER
86923,Sounds,B-ORG
86924,like,I-ORG
86925,plan,I-ORG
86926,move,B-PER
86927,slowly,I-PER
86928,Super,B-PER
86929,Bowl,I-PER
86930,Stephen,B-LOC
86931,Harper,I-LOC
86932,judge,B-PER
86933,Harper,I-PER
86934,Harpers,B-PER
86935,Canada,I-PER
86936,mistake,B-PER
86937,Canadians,I-PER
86938,miss,B-PER
86939,many,I-PER
86940,Grateful,B-PER
86941,hes,I-PER
86942,Boessenkool,B-LOC
86943,Laurentian,B-PER
86944,Elite,I-PER
86945,Quite,B-PER
86946,essay,I-PER
86947,score,B-PER
86948,Flanagan,I-PER
86949,Liberal,B-PER
86950,Hypocrite,I-PER
86951,Harper,B-PER
86952,lol,I-PER
86953,YOUVE,B-ORG
86954,KIDDING,I-ORG
86955,sure,B-PER
86956,silly,I-PER
86957,Trudeau,B-LOC
86958,Honest,B-ORG
86959,Edward,I-ORG
86960,Honest,B-ORG
86961,Edward,I-ORG
86962,Shame,B-PER
86963,Trudeau,I-PER
86964,BIG,B-ORG
86965,MAC,I-ORG
86966,man,I-ORG
86967,great,B-PER
86968,PET,I-PER
86969,vote,B-PER
86970,Liberal,I-PER
86971,FRAUD,B-LOC
86972,Double,B-PER
86973,standard,I-PER
86974,job,B-PER
86975,Unconscionable,I-PER
86976,Whats,B-PER
86977,way,I-PER
86978,British,B-PER
86979,Europeans,I-PER
86980,smoke,B-PER
86981,mirror,I-PER
86982,miss,B-PER
86983,memo,I-PER
86984,PERIOD,B-LOC
86985,tax,B-PER
86986,meet,I-PER
86987,Filipinos,B-LOC
86988,wag,I-LOC
86989,smell,B-PER
86990,roses,I-PER
86991,Prime,B-PER
86992,Minister,I-PER
86993,Life,B-LOC
86994,pass,I-LOC
86995,Thanks,B-PER
86996,Marsha,I-PER
86997,small,B-PER
86998,stuff,I-PER
86999,National,B-LOC
87000,Post,I-LOC
87001,Lets,B-PER
87002,move,I-PER
87003,Wouldnt,B-PER
87004,king,I-PER
87005,Junior,B-ORG
87006,nanny,I-ORG
87007,Big,B-PER
87008,Pharma,I-PER
87009,AK,B-LOC
87010,lessons,I-LOC
87011,Somewhere,B-LOC
87012,answer,I-LOC
87013,agree,B-PER
87014,Wente,I-PER
87015,mother,B-PER
87016,BTW,I-PER
87017,earth,B-PER
87018,Crazy,I-PER
87019,Got,B-PER
87020,magic,I-PER
87021,Samantha,B-PER
87022,Lewthwaite,I-PER
87023,Wente,B-PER
87024,old,I-PER
87025,settle,B-PER
87026,Canada,I-PER
87027,Australian,B-ORG
87028,example,I-ORG
87029,Obama,B-LOC
87030,pander,I-LOC
87031,South,B-LOC
87032,Carolina,I-LOC
87033,anyway,B-PER
87034,Sure,I-PER
87035,mother,B-PER
87036,Gasp,I-PER
87037,Americans,B-PER
87038,good,I-PER
87039,exist,B-PER
87040,stash,I-PER
87041,Name,B-ORG
87042,kill,I-ORG
87043,name,I-ORG
87044,God,I-ORG
87045,Gods,B-LOC
87046,MarcChauncey,B-PER
87047,DePree,I-PER
87048,MrCanada,B-ORG
87049,Maaaaaa,I-ORG
87050,Stevie,I-ORG
87051,Globe,B-PER
87052,Mail,I-PER
87053,Wake,B-LOC
87054,Correct,B-ORG
87055,DLB,I-ORG
87056,Trudeau,B-LOC
87057,state,I-LOC
87058,Liberals,B-PER
87059,answer,I-PER
87060,Lamont,B-LOC
87061,nail,I-LOC
87062,message,B-PER
87063,Justin,I-PER
87064,Jack,B-PER
87065,Layton,I-PER
87066,Liberal,B-PER
87067,Conservative,I-PER
87068,Brian,B-PER
87069,Mulroney,I-PER
87070,things,B-ORG
87071,Brian,I-ORG
87072,Canada,I-ORG
87073,money,I-ORG
87074,year,B-PER
87075,year,I-PER
87076,APARTHEID,B-LOC
87077,ISRAEL,I-LOC
87078,Israel,B-PER
87079,Beilin,I-PER
87080,Prime,B-LOC
87081,Minister,I-LOC
87082,Canada,I-LOC
87083,Stephen,B-PER
87084,Lewis,I-PER
87085,Harper,B-PER
87086,lose,I-PER
87087,Prime,B-ORG
87088,Minister,I-ORG
87089,Mulroney,I-ORG
87090,HELLO,B-LOC
87091,Canada,I-LOC
87092,Week,B-PER
87093,BDS,I-PER
87094,scum,B-PER
87095,Conservatives,I-PER
87096,Peace,B-LOC
87097,PET,B-LOC
87098,LEADERSHIP,I-LOC
87099,bite,B-PER
87100,less,I-PER
87101,old,B-PER
87102,old,I-PER
87103,side,B-PER
87104,Sad,I-PER
87105,sign,B-PER
87106,land,I-PER
87107,Trump,B-ORG
87108,tap,I-ORG
87109,advantage,I-ORG
87110,President,B-LOC
87111,Obama,I-LOC
87112,Thank,B-PER
87113,God,I-PER
87114,Americans,B-PER
87115,sense,I-PER
87116,Germs,B-PER
87117,Steel,I-PER
87118,Quite,B-LOC
87119,luxury,I-LOC
87120,Jews,B-LOC
87121,Godwin,B-ORG
87122,gonna,I-ORG
87123,speak,B-PER
87124,mass,I-PER
87125,Canada,B-PER
87126,appeal,I-PER
87127,Thoughtprovoking,B-ORG
87128,article,I-ORG
87129,Thank,I-ORG
87130,days,B-PER
87131,Michael,I-PER
87132,kool,B-PER
87133,aid,I-PER
87134,French,B-LOC
87135,Paris,I-LOC
87136,Liberals,B-LOC
87137,move,B-PER
87138,USA,I-PER
87139,data,B-PER
87140,safe,I-PER
87141,Vic,B-PER
87142,Toews,I-PER
87143,Total,B-PER
87144,joke,I-PER
87145,Nature,B-PER
87146,Things,I-PER
87147,deal,B-PER
87148,issue,I-PER
87149,die,B-PER
87150,seek,I-PER
87151,many,B-PER
87152,issue,I-PER
87153,Good,B-LOC
87154,Herr,B-PER
87155,Harper,I-PER
87156,kill,B-PER
87157,law,I-PER
87158,Wynne,B-PER
87159,McGuinty,I-PER
87160,Tweedledum,B-PER
87161,Jeffrey,I-PER
87162,Harper,B-PER
87163,Liberals,I-PER
87164,Evelyn,B-PER
87165,Waugh,I-PER
87166,sink,B-PER
87167,swim,I-PER
87168,Trudeaus,B-PER
87169,Wynnes,I-PER
87170,HST,B-LOC
87171,Read,B-ORG
87172,story,I-ORG
87173,Greece,I-ORG
87174,Great,B-PER
87175,Recession,I-PER
87176,keep,B-PER
87177,myth,I-PER
87178,Yup,B-PER
87179,Steve,I-PER
87180,Paul,B-PER
87181,Martin,I-PER
87182,Canada,B-PER
87183,Manitoba,I-PER
87184,Methinks,B-ORG
87185,dream,I-ORG
87186,Technicolor,I-ORG
87187,Trudeau,B-PER
87188,Liberals,I-PER
87189,Action,B-ORG
87190,main,I-ORG
87191,umm,I-ORG
87192,Indians,I-ORG
87193,stopthe,B-PER
87194,money,I-PER
87195,alive,B-PER
87196,Canada,I-PER
87197,PEI,B-LOC
87198,seat,I-LOC
87199,Weve,B-PER
87200,Duffies,I-PER
87201,towards,B-PER
87202,Americans,I-PER
87203,Ontario,B-ORG
87204,Quebec,I-ORG
87205,Maritimes,I-ORG
87206,tax,B-PER
87207,dollars,I-PER
87208,Trudeau,B-PER
87209,deal,I-PER
87210,Editorial,B-PER
87211,Board,I-PER
87212,Swift,B-ORG
87213,Cyrus,I-ORG
87214,Suede,B-PER
87215,Shoes,I-PER
87216,Harper,B-ORG
87217,matter,I-ORG
87218,Double,B-LOC
87219,Standard,I-LOC
87220,Duffy,B-PER
87221,trial,I-PER
87222,Inquiring,B-LOC
87223,mind,I-LOC
87224,Care,B-LOC
87225,explain,I-LOC
87226,James,B-PER
87227,Madison,I-PER
87228,evil,B-PER
87229,Americans,I-PER
87230,mayor,B-PER
87231,Toronto,I-PER
87232,Globe,B-PER
87233,Mail,I-PER
87234,United,B-PER
87235,States,I-PER
87236,Americans,B-MISC
87237,Lance,B-PER
87238,Armstrong,I-PER
87239,House,B-PER
87240,ISIL,I-PER
87241,West,B-PER
87242,Trump,I-PER
87243,Muslims,B-LOC
87244,okay,I-LOC
87245,David,B-PER
87246,Rockefeller,I-PER
87247,Stephen,B-PER
87248,Harper,I-PER
87249,Republican,B-PER
87250,Party,I-PER
87251,Trump,B-PER
87252,ISIS,I-PER
87253,talk,B-PER
87254,like,I-PER
87255,Republicans,B-PER
87256,Trump,I-PER
87257,Donald,B-PER
87258,Trumps,I-PER
87259,Donald,B-PER
87260,Trump,I-PER
87261,Calgary,B-LOC
87262,York,I-LOC
87263,Donald,B-PER
87264,Trumphttpswwwwashingtonpostcomposteverythingwphereshowdonaldtrumprespondedtomyessayabouthim,I-PER
87265,Mussolini,B-PER
87266,Franco,I-PER
87267,Harper,B-PER
87268,minions,I-PER
87269,endorse,B-PER
87270,Harper,I-PER
87271,hat,B-ORG
87272,Harper,I-ORG
87273,Trump,I-ORG
87274,Harper,I-ORG
87275,like,B-PER
87276,Donald,I-PER
87277,USA,B-ORG
87278,Gawd,B-ORG
87279,sake,I-ORG
87280,wake,I-ORG
87281,true,B-ORG
87282,mean,I-ORG
87283,speak,I-ORG
87284,CIA,B-ORG
87285,Funny,B-ORG
87286,read,I-ORG
87287,Globe,I-ORG
87288,Scandinavian,B-PER
87289,nations,I-PER
87290,like,B-PER
87291,Trump,I-PER
87292,keep,B-PER
87293,safe,I-PER
87294,Tyranny,B-PER
87295,majority,I-PER
87296,Liberals,B-PER
87297,mandate,I-PER
87298,many,B-PER
87299,issue,I-PER
87300,Liberals,B-ORG
87301,NDP,I-ORG
87302,Greens,I-ORG
87303,Office,B-ORG
87304,Prime,I-ORG
87305,Minister,I-ORG
87306,Elections,B-PER
87307,Canada,I-PER
87308,stage,B-PER
87309,Hmm,I-PER
87310,Representative,B-PER
87311,Democracy,I-PER
